,meanings english sense,kun readings,on readings,info clearfix,names,level,grade,kun names,on names
周,"circumference, circuit, lap",Kun: まわ.り,On: シュウ,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.",['Shūnan'],2,4,['mawari'],['sfuu']
豊,"bountiful, excellent, rich",Kun: ゆた.か、 とよ,On: ホウ、 ブ,"13 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.","['Toyohashi', 'Toyokawa', 'Toyota', 'Toyoake', 'Buzen', 'Toyooka', 'Mitoyo', 'Bungotakada', 'Bungo-Ōno', 'Tomigusuku', 'Toyonaka', 'Toshima']",2,5,"['yutaka', 'toyo']","['hou', 'bu']"
久,"long time, old story",Kun: ひさ.しい,On: キュウ、 ク,"3 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.","['Nagakute', 'Kurume', 'Ushiku', 'Kuji', 'Akune', 'Saku', 'Tsukumi', 'Taku', 'Kuki', 'Higashikurume']",2,5,['hisashii'],"['kuu', 'ku']"
総,"general, whole, all, full, total",Kun: す.べて、 すべ.て、 ふさ,On: ソウ,"14 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.","['Minamibōsō', 'Jōsō', 'Sōja']",2,5,"['subete', 'subete', 'fusa']",['sou']
武,"warrior, military, chivalry, arms",Kun: たけ、 たけ.し,On: ブ、 ム,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.","['Sanmu', 'Takeo', 'Musashino', 'Musashimurayama']",2,5,"['take', 'takesi']","['bu', 'mu']"
像,"statue, picture, image, figure, portrait",,On: ゾウ,"14 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.",['Munakata'],2,5,"['take', 'takesi']",['zou']
河,river,Kun: かわ,On: カ,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.","['Koga', 'Shirakawa', 'Kawachinagano', 'Sagae']",2,5,['kawa'],['ka']
勢,"forces, energy, military strength",Kun: いきお.い、 はずみ,On: セイ、 ゼイ,"13 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.","['Isesaki', 'Isehara', 'Ise']",2,5,"['ikioi', 'hazumi']","['sei', 'zei']"
布,"linen, cloth, spread, distribute",Kun: ぬの、 し.く、 きれ,On: フ、 ホ,"5 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.","['Shibushi', 'Yufu', 'Chōfu']",2,5,"['nuno', 'shiku', 'kire']","['fu', 'ho']"
厚,"thick, heavy, rich, kind, cordial, brazen, shameless",Kun: あつ.い、 あか,On: コウ,"9 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.",['Atsugi'],2,5,"['atsui', 'aka']",['kou']
築,"fabricate, build, construct",Kun: きず.く,On: チク,"16 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.",['Kitsuki'],2,5,['kizuku'],['chiku']
枝,"bough, branch, twig, limb, counter for branches",Kun: えだ,On: シ,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.",['Fujieda'],2,5,['eda'],['si']
境,"boundary, border, region",Kun: さかい,On: キョウ、 ケイ,"14 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.",['Sakaiminato'],2,5,['sakai'],"['kou', 'kei']"
防,"ward off, defend, protect, resist",Kun: ふせ.ぐ,On: ボウ,"7 strokes.  JLPT N2.  Jōyō kanji, taught in grade 5.",['Hōfu'],2,5,['fusegu'],['bou']
城,castle,Kun: しろ,On: ジョウ、 セイ,"9 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.","['Anjō', 'Shinshiro', 'Ōnojō', 'Yūki', 'Kitaibaraki', 'Uki', 'Jōyō', 'Tagajō', 'Miyakonojō', 'Katsuragi', 'Tomigusuku', 'Nanjō', 'Ogi', 'Inagi']",2,6,['shiro'],"['jou', 'sei']"
宇,"eaves, roof, house, heaven",,On: ウ,"6 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.","['Uwajima', 'Uto', 'Uki', 'Uji', 'Uda', 'Usa', 'Utsunomiya', 'Ube']",2,6,['shiro'],['u']
砂,sand,Kun: すな,On: サ、 シャ,"9 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.","['Sunagawa', 'Takasago']",2,6,['suna'],"['sa', 'sha']"
宝,"treasure, wealth, valuables",Kun: たから,On: ホウ,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.",['Takarazuka'],2,6,['takara'],['hou']
巻,"scroll, volume, book, part, roll up, wind up, tie, coil, counter for texts (or book scrolls)",Kun: ま.く、 まき、 ま.き,On: カン、 ケン,"9 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.","['Hanamaki', 'Ishinomaki']",2,6,"['maku', 'maki', 'maki']","['kan', 'ken']"
泉,"spring, fountain",Kun: いずみ,On: セン,"9 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.","['Izumi', 'Gosen', 'Izumiōtsu', 'Izumisano', 'Sennan']",2,6,['izumi'],['sen']
延,"prolong, stretching",Kun: の.びる、 の.べる、 の.べ、 の.ばす,On: エン,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.",['Nobeoka'],2,6,"['nobiru', 'noberu', 'nobe', 'nobasu']",['en']
諸,"various, many, several, together",Kun: もろ,On: ショ,"15 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.",['Komoro'],2,6,['moro'],['sho']
枚,"sheet of..., counter for flat thin objects or sheets",,On: マイ、 バイ,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.",['Hirakata'],2,6,['moro'],"['mai', 'bai']"
蔵,"storehouse, hide, own, have, possess",Kun: くら、 おさ.める、 かく.れる,On: ゾウ、 ソウ,"15 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.","['Musashino', 'Musashimurayama']",2,6,"['kura', 'osameru', 'kakureru']","['zou', 'sou']"
並,"row, and, besides, as well as, line up, rank with, rival, equal",Kun: な.み、 なみ、 なら.べる、 なら.ぶ、 なら.びに,On: ヘイ、 ホウ,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 6.",['Suginami'],2,6,"['nami', 'nami', 'naraberu', 'narabu', 'narabini']","['hei', 'hou']"
濃,"concentrated, thick, dark, undiluted",Kun: こ.い,On: ノウ,"16 strokes.  JLPT N2.  Jōyō kanji, taught in junior high.","['Mino', 'Minokamo']",2,,['koi'],['nou']
奥,"heart, interior",Kun: おく、 おく.まる、 くま,On: オウ,"12 strokes.  JLPT N2.  Jōyō kanji, taught in junior high.",['Ōshū'],2,,"['oku', 'okumaru', 'kuma']",['ou']
荒,"laid waste, rough, rude, wild",Kun: あ.らす、 あ.れる、 あら.い、 すさ.ぶ、 すさ.む、 あ.らし,On: コウ,"9 strokes.  JLPT N2.  Jōyō kanji, taught in junior high.","['Arao', 'Arakawa']",2,,"['arasu', 'areru', 'arai', 'susabu', 'susamu', 'arasi']",['kou']
曇,"cloudy weather, cloud up",Kun: くも.る,On: ドン,"16 strokes.  JLPT N2.  Jōyō kanji, taught in junior high.",['Azumino'],2,,['kumoru'],['don']
湾,"gulf, bay, inlet",Kun: いりえ,On: ワン,"12 strokes.  JLPT N2.  Jōyō kanji, taught in junior high.",['Ginowan'],2,,['irie'],['wan']
殿,"Mr., hall, mansion, palace, temple, lord",Kun: との、 -どの,On: デン、 テン,"13 strokes.  JLPT N2.  Jōyō kanji, taught in junior high.",['Gotemba'],2,,"['tono', 'dono']","['den', 'ten']"
袋,"sack, bag, pouch",Kun: ふくろ,On: タイ、 ダイ,"11 strokes.  JLPT N2.  Jōyō kanji, taught in junior high.",['Fukuroi'],2,,['fukuro'],"['tai', 'dai']"
矢,"dart, arrow",Kun: や,On: シ,"5 strokes.  JLPT N1.  Jōyō kanji, taught in grade 2.","['Yaita', 'Oyabe']",1,2,['ya'],['si']
宮,"Shinto shrine, constellations, palace, princess",Kun: みや,On: キュウ、 グウ、 ク、 クウ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in grade 3.","['Ichinomiya', 'Miyawaka', 'Motomiya', 'Nishinomiya', 'Hitachiōmiya', 'Miyako', 'Miyazu', 'Miyazaki', 'Miyakojima', 'Fujinomiya', 'Utsunomiya', 'Shingū']",1,3,['miya'],"['kuu', 'guu', 'ku', 'kuu']"
豆,"beans, pea, midget",Kun: まめ、 まめ-,On: トウ、 ズ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in grade 3.","['Izu', 'Izunokuni']",1,3,"['mame', 'mame']","['tou', 'zu']"
昭,"shining, bright",,On: ショウ,"9 strokes.  JLPT N1.  Jōyō kanji, taught in grade 3.",['Akishima'],1,3,"['mame', 'mame']",['shou']
笛,"flute, clarinet, pipe, whistle, bagpipe, piccolo",Kun: ふえ,On: テキ,"11 strokes.  JLPT N1.  Jōyō kanji, taught in grade 3.",['Fuefuki'],1,3,['fue'],['teki']
崎,"promontory, cape, spit",Kun: さき、 さい、 みさき,On: キ,"11 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Okazaki', 'Takasaki', 'Isesaki', 'Amagasaki', 'Ryūgasaki', 'Makurazaki', 'Kawasaki', 'Chigasaki', 'Susaki', 'Ōsaki', 'Miyazaki', 'Nagasaki', 'Kashiwazaki', 'Omaezaki', 'Nirasaki']",1,4,"['saki', 'sai', 'misaki']",['ki']
井,"well, well crib, town, community",Kun: い,On: セイ、 ショウ,"4 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Kasugai', 'Shiroi', 'Fukui', 'Sakurai', 'Ibara', 'Fujiidera', 'Fukuroi', 'Koganei', 'Nagai', 'Yanai']",1,4,['i'],"['sei', 'shou']"
郡,"county, district",Kun: こおり,On: グン,"10 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Gamagōri', 'Ogōri', 'Kōriyama', 'Gujō', 'Yamatokōriyama']",1,4,['koori'],['gun']
牧,"breed, care for, shepherd, feed, pasture",Kun: まき,On: ボク,"8 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Komaki', 'Tomakomai', 'Makinohara']",1,4,['maki'],['boku']
倉,"godown, warehouse, storehouse, cellar, treasury",Kun: くら,On: ソウ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Iwakura', 'Asakura', 'Kamakura', 'Kurashiki', 'Kurayoshi']",1,4,['kura'],['sou']
鹿,deer,Kun: しか、 か,On: ロク,"11 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Kazuno', 'Oga', 'Kashima', 'Kagoshima', 'Kanoya', 'Yamaga', 'Suzuka', 'Kanuma']",1,4,"['shika', 'ka']",['roku']
潟,lagoon,Kun: かた、 -がた,On: セキ,"15 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Katagami', 'Niigata']",1,4,"['kata', 'gata']",['seki']
松,pine tree,Kun: まつ,On: ショウ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Matsudo', 'Matsuyama', 'Aizuwakamatsu', 'Nihonmatsu', 'Komatsu', 'Takamatsu', 'Matsusaka', 'Higashimatsushima', 'Matsumoto', 'Matsuura', 'Matsubara', 'Higashimatsuyama', 'Matsue', 'Hamamatsu', 'Komatsushima', 'Kudamatsu']",1,4,['matu'],['shou']
街,"boulevard, street, town",Kun: まち,On: ガイ、 カイ,"12 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Yotsukaidō', 'Yachimata']",1,4,['mati'],"['gai', 'kai']"
賀,"congratulations, joy",,On: ガ,"12 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Tsuruga', 'Sukagawa', 'Kaga', 'Yokosuka', 'Iga', 'Tagajō', 'Agano', 'Saga', 'Kōka']",1,4,['mati'],['ga']
岐,"branch off, fork in road, scene, arena, theater",,On: キ、 ギ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Gifu', 'Toki', 'Iki']",1,4,['mati'],"['ki', 'gi']"
巣,"nest, rookery, hive, cobweb, den",Kun: す、 す.くう,On: ソウ,"11 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Motosu', 'Kōnosu']",1,4,"['su', 'sukuu']",['sou']
養,"foster, bring up, rear, develop, nurture",Kun: やしな.う,On: ヨウ、 リョウ,"15 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.",['Yabu'],1,4,['yashinau'],"['you', 'rou']"
結,"tie, bind, contract, join, organize, do up hair, fasten",Kun: むす.ぶ、 ゆ.う、 ゆ.わえる,On: ケツ、 ケチ,"12 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.",['Yūki'],1,4,"['musubu', 'yuu', 'yuwaeru']","['ketsu', 'keti']"
佐,"assistant, help",,On: サ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Isa', 'Tosashimizu', 'Tosa', 'Saku', 'Sasebo', 'Sado', 'Saiki', 'Usa', 'Izumisano', 'Saga', 'Sano']",1,4,"['musubu', 'yuu', 'yuwaeru']",['sa']
熊,bear,Kun: くま,On: ユウ,"14 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.","['Kumamoto', 'Kumano', 'Kumagaya']",1,4,['kuma'],['yuu']
奈,"Nara, what?",Kun: いかん、 からなし,On: ナ、 ナイ、 ダイ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.",['Nara'],1,4,"['ikan', 'karanasi']","['na', 'nai', 'dai']"
沖,"open sea, offing, rise high into sky",Kun: おき、 おきつ、 ちゅう.する、 わく,On: チュウ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.",['Okinawa'],1,4,"['oki', 'okitsu', 'cfuusuru', 'waku']",['cfuu']
縄,"straw rope, cord",Kun: なわ、 ただ.す,On: ジョウ,"15 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.",['Okinawa'],1,4,"['nawa', 'tadasu']",['jou']
徳,"benevolence, virtue, goodness, commanding respect",,On: トク,"14 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.",['Tokushima'],1,4,"['nawa', 'tadasu']",['toku']
梅,plum,Kun: うめ,On: バイ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.",['Ōme'],1,4,['ume'],['bai']
梨,pear tree,Kun: なし,On: リ,"11 strokes.  JLPT N1.  Jōyō kanji, taught in grade 4.",['Yamanashi'],1,4,['nasi'],['ri']
張,"counter for bows & stringed instruments, stretch, spread, put up (tent)",Kun: は.る、 -は.り、 -ば.り,On: チョウ,"11 strokes.  JLPT N1.  Jōyō kanji, taught in grade 5.","['Owariasahi', 'Yūbari', 'Nabari']",1,5,"['haru', 'hari', 'bari']",['chou']
志,"intention, plan, resolve, aspire, motive, hopes, shilling",Kun: シリング、 こころざ.す、 こころざし,On: シ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in grade 5.","['Narashino', 'Utashinai', 'Shibushi', 'Shibushi', 'Kōshi', 'Shima', 'Shiki']",1,5,"['shiringu', 'kokorozasu', 'kokorozasi']",['si']
条,"article, clause, counter for articles, clauses, paragraphs, etc., twig, item, stripe, streak",Kun: えだ、 すじ,On: ジョウ、 チョウ、 デキ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in grade 5.","['Saijō', 'Sanjō']",1,5,"['eda', 'suzi']","['jou', 'chou', 'deki']"
士,"gentleman, scholar, samurai, samurai radical (no. 33)",Kun: さむらい,On: シ,"3 strokes.  JLPT N1.  Jōyō kanji, taught in grade 5.","['Shibetsu', 'Fujimi', 'Fujinomiya', 'Fuji', 'Fujiyoshida']",1,5,['samurai'],['si']
桜,cherry,Kun: さくら,On: オウ、 ヨウ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in grade 5.","['Sakuragawa', 'Sakurai']",1,5,['sakura'],"['ou', 'you']"
保,"protect, guarantee, keep, preserve, sustain, support",Kun: たも.つ,On: ホ、 ホウ,"9 strokes.  JLPT N1.  Jōyō kanji, taught in grade 5.",['Sasebo'],1,5,['tamotu'],"['ho', 'hou']"
護,"safeguard, protect",Kun: まも.る,On: ゴ,"20 strokes.  JLPT N1.  Jōyō kanji, taught in grade 5.",['Nago'],1,5,['mamoru'],['go']
益,"benefit, gain, profit, advantage",Kun: ま.す,On: エキ、 ヤク,"10 strokes.  JLPT N1.  Jōyō kanji, taught in grade 5.",['Masuda'],1,5,['masu'],"['eki', 'yaku']"
紀,"chronicle, account, narrative, history, annals, geologic period",,On: キ,"9 strokes.  JLPT N1.  Jōyō kanji, taught in grade 5.",['Kinokawa'],1,5,['masu'],['ki']
我,"ego, I, selfish, our, oneself",Kun: われ、 わ、 わ.が-、 わが-,On: ガ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in grade 6.",['Abiko'],1,6,"['ware', 'wa', 'waga', 'waga']",['ga']
宗,"religion, sect, denomination, main point, origin, essence",Kun: むね,On: シュウ、 ソウ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in grade 6.",['Munakata'],1,6,['mune'],"['sfuu', 'sou']"
潮,"tide, salt water, opportunity",Kun: しお、 うしお,On: チョウ,"15 strokes.  JLPT N1.  Jōyō kanji, taught in grade 6.","['Itako', 'Yashio']",1,6,"['shio', 'ushio']",['chou']
盛,"boom, prosper, copulate",Kun: も.る、 さか.る、 さか.ん,On: セイ、 ジョウ,"11 strokes.  JLPT N1.  Jōyō kanji, taught in grade 6.",['Morioka'],1,6,"['moru', 'sakaru', 'sakan']","['sei', 'jou']"
善,"virtuous, good, goodness",Kun: よ.い、 い.い、 よ.く、 よし.とする,On: ゼン,"12 strokes.  JLPT N1.  Jōyō kanji, taught in grade 6.",['Zentsūji'],1,6,"['yoi', 'ii', 'yoku', 'yoshitosuru']",['zen']
垂,"droop, suspend, hang, slouch",Kun: た.れる、 た.らす、 た.れ、 -た.れ、 なんなんと.す,On: スイ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in grade 6.",['Tarumizu'],1,6,"['tareru', 'tarasu', 'tare', 'tare', 'nannantosu']",['sui']
模,"imitation, copy, mock",,On: モ、 ボ,"14 strokes.  JLPT N1.  Jōyō kanji, taught in grade 6.",['Sagamihara'],1,6,"['tareru', 'tarasu', 'tare', 'tare', 'nannantosu']","['mo', 'bo']"
郷,"home town, village, native place, district",Kun: さと,On: キョウ、 ゴウ,"11 strokes.  JLPT N1.  Jōyō kanji, taught in grade 6.",['Misato'],1,6,['sato'],"['kou', 'gou']"
射,"shoot, shine into, onto, archery",Kun: い.る、 さ.す、 う.つ,On: シャ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in grade 6.",['Imizu'],1,6,"['iru', 'sasu', 'utu']",['sha']
瀬,"rapids, current, torrent, shallows, shoal",Kun: せ,On: ライ,"19 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Seto', 'Ayase', 'Setouchi', 'Kiyose']",1,,['se'],['rai']
碧,"blue, green",,On: ヘキ、 ヒャク,14 strokes.  JLPT N1.  Jinmeiyō kanji.,['Hekinan'],1,,['se'],"['heki', 'haku']"
刈,"reap, cut, clip, trim, prune",Kun: か.る,On: ガイ、 カイ,"4 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Kariya'],1,,['karu'],"['gai', 'kai']"
尾,"tail, end, counter for fish, lower slope of mountain",Kun: お,On: ビ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Nishio', 'Owariasahi', 'Onomichi', 'Nanao', 'Arao', 'Owase', 'Yao', 'Ageo', 'Obanazawa']",1,,['o'],['bi']
滑,"slippery, slide, slip, fail exam",Kun: すべ.る、 なめ.らか,On: カツ、 コツ,"13 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Tokoname', 'Namerikawa']",1,,"['suberu', 'nameraka']","['katsu', 'kotu']"
稲,rice plant,Kun: いね、 いな-,On: トウ、 テ,"14 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Inazawa', 'Inashiki', 'Inagi']",1,,"['ine', 'ina']","['tou', 'te']"
沢,"swamp, marsh, brilliance, grace",Kun: さわ、 うるお.い、 うるお.す、 つや,On: タク,"7 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Inazawa', 'Yuzawa', 'Misawa', 'Iwamizawa', 'Kanazawa', 'Takizawa', 'Fujisawa', 'Tokorozawa', 'Yonezawa', 'Obanazawa']",1,,"['sawa', 'uruoi', 'uruosu', 'tsuya']",['taku']
旭,"rising sun, morning sun",Kun: あさひ,On: キョク,6 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Owariasahi', 'Asahi', 'Asahikawa']",1,,['asahi'],['koku']
浜,"seacoast, beach, seashore",Kun: はま,On: ヒン,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Takahama', 'Niihama', 'Yawatahama', 'Obama', 'Yokohama', 'Nagahama', 'Hamada', 'Hamamatsu']",1,,['hama'],['hin']
須,"ought, by all means, necessarily",Kun: すべから.く、 すべし、 ひげ、 まつ、 もち.いる、 もと.める,On: ス、 シュ,"12 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Kiyosu', 'Sukagawa', 'Yokosuka', 'Susaki', 'Suzaka', 'Kazo', 'Nasushiobara', 'Nasukarasuyama']",1,,"['subekaraku', 'subeshi', 'hige', 'matsu', 'mochiiru', 'motomeru']","['su', 'shu']"
弥,"all the more, increasingly",Kun: や、 いや、 いよ.いよ、 わた.る,On: ミ、 ビ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Yatomi'],1,,"['ya', 'iya', 'iyoiyo', 'wataru']","['mi', 'bi']"
仙,"hermit, wizard, cent",,On: セン、 セント,"5 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Daisen', 'Semboku', 'Sendai', 'Kesennuma', 'Unzen']",1,,"['ya', 'iya', 'iyoiyo', 'wataru']","['sen', 'sento']"
荘,"villa, inn, cottage, feudal manor, solemn, dignified",Kun: ほうき、 おごそ.か,On: ソウ、 ショウ、 チャン,"9 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Yurihonjō'],1,,"['houki', 'ogosoka']","['sou', 'shou', 'chan']"
弘,"vast, broad, wide",Kun: ひろ.い,On: コウ、 グ,5 strokes.  JLPT N1.  Jinmeiyō kanji.,['Hirosaki'],1,,['hiroi'],"['kou', 'gu']"
津,"haven, port, harbor, ferry",Kun: つ,On: シン,"9 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Kisarazu', 'Kimitsu', 'Futtsu', 'Fukutsu', 'Aizuwakamatsu', 'Nakatsugawa', 'Kaizu', 'Miyazu', 'Kizugawa', 'Tsu', 'Nakatsu', 'Tsukumi', 'Tsuyama', 'Izumiōtsu', 'Settsu', 'Karatsu', 'Ōtsu', 'Kusatsu', 'Gōtsu', 'Numazu', 'Yaizu', 'Uozu']",1,,['tu'],['shin']
茂,"overgrown, grow thick, be luxuriant",Kun: しげ.る,On: モ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Mobara', 'Minokamo', 'Kamo']",1,,['shigeru'],['mo']
浦,"bay, creek, inlet, gulf, beach, seacoast",Kun: うら,On: ホ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Katsuura', 'Urayasu', 'Sodegaura', 'Tsuchiura', 'Miura', 'Matsuura', 'Urasoe']",1,,['ura'],['ho']
鎌,"sickle, scythe, trick",Kun: かま,On: レン、 ケン,"18 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Kamagaya', 'Kamakura']",1,,['kama'],"['ren', 'ken']"
瑳,"polish, brilliant white luster of a gem, artful smile",Kun: みが.く,On: サ,14 strokes.  JLPT N1.  Jinmeiyō kanji.,['Sōsa'],1,,['migaku'],['sa']
房,"tassel, tuft, fringe, bunch, lock (hair), segment (orange), house, room",Kun: ふさ,On: ボウ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Minamibōsō'],1,,['fusa'],['bou']
網,"netting, network",Kun: あみ,On: モウ,"14 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Ōamishirasato', 'Abashiri']",1,,['ami'],['mou']
洲,"continent, sandbar, island, country",Kun: しま,On: シュウ、 ス,9 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Ōzu', 'Sumoto', 'Suzu', 'Yasu']",1,,['shima'],"['sfuu', 'su']"
伊,"Italy, that one",Kun: かれ,On: イ,6 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Iyo', 'Date', 'Isesaki', 'Itami', 'Isa', 'Isehara', 'Iga', 'Ise', 'Ina', 'Imari', 'Itō', 'Izu', 'Izunokuni']",1,,['kare'],['i']
敦,"industry, kindliness",Kun: あつ.い,On: トン、 タイ、 ダン、 チョウ,12 strokes.  JLPT N1.  Jinmeiyō kanji.,['Tsuruga'],1,,['atsui'],"['ton', 'tai', 'dan', 'chou']"
江,"creek, inlet, bay",Kun: え,On: コウ,"6 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Sabae', 'Etajima', 'Ebetsu', 'Higashiōmi', 'Ōmihachiman', 'Matsue', 'Gōtsu', 'Komae', 'Edogawa', 'Kōtō', 'Sagae']",1,,['e'],['kou']
柳,willow,Kun: やなぎ,On: リュウ,"9 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Yanagawa', 'Yanai']",1,,['yanagi'],['ruu']
那,what?,Kun: なに、 なんぞ、 いかん,On: ナ、 ダ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Nakagawa', 'Ena', 'Naka', 'Ina', 'Naha', 'Nasushiobara', 'Nasukarasuyama']",1,,"['nani', 'nanzo', 'ikan']","['na', 'da']"
紫,"purple, violet",Kun: むらさき,On: シ,"12 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Chikushino'],1,,['murasaki'],['si']
宰,"superintend, manager, rule",,On: サイ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Dazaifu'],1,,['murasaki'],['sai']
塚,"hillock, mound",Kun: つか、 -づか,On: チョウ,"12 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Iizuka', 'Takarazuka', 'Hiratsuka', 'Kaizuka']",1,,"['tsuka', 'duka']",['chou']
嘉,"applaud, praise, esteem, happy, auspicious",Kun: よみ.する、 よい,On: カ,14 strokes.  JLPT N1.  Jinmeiyō kanji.,['Kama'],1,,"['yomisuru', 'yoi']",['ka']
麻,"hemp, flax, numb",Kun: あさ,On: マ、 マア,"11 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Kama'],1,,['asa'],"['ma', 'maa']"
垣,"hedge, fence, wall",Kun: かき,On: エン,"9 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Ōgaki', 'Ishigaki']",1,,['kaki'],['en']
瑞,congratulations,Kun: みず-、 しるし,On: ズイ、 スイ,13 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Mizunami', 'Mizuho']",1,,"['mizu', 'shirusi']","['zui', 'sui']"
浪,"wandering, waves, billows, reckless, unrestrained",,On: ロウ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Mizunami'],1,,"['mizu', 'shirusi']",['rou']
穂,"ear, ear (grain), head, crest (wave)",Kun: ほ,On: スイ,"15 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Mizuho', 'Akō']",1,,['ho'],['sui']
呂,"spine, backbone",Kun: せぼね,On: ロ、 リョ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Gero'],1,,['sebone'],"['ro', 'ro']"
恵,"favor, blessing, grace, kindness",Kun: めぐ.む、 めぐ.み,On: ケイ、 エ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Ena', 'Eniwa']",1,,"['megumu', 'megumi']","['kei', 'e']"
桐,paulownia,Kun: きり,On: トウ、 ドウ,10 strokes.  JLPT N1.  Jinmeiyō kanji.,['Kiryū'],1,,['kiri'],"['tou', 'dou']"
